sample_id,price
2541,126.3
2545,56.01
2549,81.28
2550,26.09
2552,59.48
2556,20.08
2557,30.98
2558,56.37
2562,18.55
2563,56.37
2570,50.58
2571,56.37
2579,55.93
2583,38.54
2588,35.63
2591,86.91
2597,16.77
2601,97.46
2602,97.46
2603,67.78
2605,56.37
2609,29.41
2611,35.47
2616,59.2
2617,38.54
2623,50.1
2624,50.58
2629,34.5
2633,56.01
2660,24.42
2661,80.86
2669,50.13
2672,46.04
2675,57.7
2679,68.14
2682,97.46
2685,88.39
2688,26.09
2694,30.98
2695,29.13
2708,24.42
2709,53.01
2713,46.8
2715,58.69499999999999
2717,18.55
2723,55.93
2724,53.01
2725,45.27
2727,15.59
2729,35.63
2733,20.78
2735,30.01
2736,15.32
2739,46.64
2740,55.93
2741,39.71
2746,50.13
2748,51.54
2750,59.48
2755,35.63
2756,56.56
2757,24.42
2761,88.39
2764,58.24
2778,30.32
2785,9.595
2791,5.24
2796,88.39
2798,16.99
2801,38.03
2804,17.66
2814,6.43
2815,6.14
2822,2.285
2833,3.79
2835,6.88
2839,3.14
2845,9.99
2847,15.47
2848,59.69
2849,5.38
2852,13.88
2860,14.5
2861,19.695
2870,15.6
2872,12.4
2879,31.51
2888,33.99
2889,51.33
2890,15.995
2891,18.235
2893,9.39
2898,3.89
2904,9.895
2905,16.75
2913,16.95
2918,16.75
2937,26.49
2943,9.95
2945,5.49
2954,19.99
2955,6.99
2957,136.985
2969,59.99
2981,21.55
2985,37.97
2986,15.27
2987,9.49
2989,14.0
2992,22.94
2999,12.88
3014,7.35
3024,18.14
3025,2.99
3026,44.99
3028,12.59
3054,53.09
3063,24.75
3066,13.505
3071,2.96
3072,5.775
3076,16.97
3077,4.18
3080,2.98
3082,5.890000000000001
3084,29.95
3087,12.99
3091,7.025
3094,11.5
3095,12.99
3099,20.945
3101,33.94
3106,6.3
3109,24.99
3112,40.98
3115,16.47
3116,22.99
3119,14.89
3123,29.99
3126,31.99
3142,22.99
3143,46.43
3148,29.99
3150,6.54
3151,9.99
3158,12.205
3161,48.87
3164,9.49
3165,7.25
3167,48.515
3175,1.98
3185,21.84
3189,81.91
3195,19.99
3199,3.49
3201,3.88
3203,3.89
3207,78.74
3211,3.99
3220,6.57
3221,6.69
3222,5.82
3228,8.59
3233,2.69
3235,5.475
3254,4.49
3262,7.49
3299,67.6
3314,5.91
3319,7.78
3326,7.28
3327,5.49
3330,24.435
3335,8.0
3339,19.99
3341,23.99
3347,6.18
3350,11.45
3352,2.49
3353,6.69
3354,23.82
3355,15.99
3356,22.94
3357,19.99
3365,3.99
3366,7.74
3367,9.99
3368,43.49
3382,7.69
3389,14.96
3393,4.31
3395,14.9
3406,7.82
3407,4.39
3408,5.62
3410,10.95
3416,12.99
3418,6.365
3426,6.79
3434,1.29
3439,7.99
3448,59.39
3451,26.96
3452,13.43
3455,10.26
3456,6.48
3459,3.535
3460,19.99
3462,8.9
3464,7.95
3479,114.21
3481,122.11
3484,128.845
3492,23.72
3493,5.22
3494,40.47
3509,46.17
3516,67.06
3523,98.99
3525,49.99
3529,82.815
3539,125.01
3540,207.27
3547,152.4
3548,26.825000000000003
3550,58.53
3553,129.27
3557,79.62
3559,78.66
3560,3.99
3561,136.9
3564,184.87
3577,28.49
3578,6.62
3583,147.89
3584,25.99
3592,121.01
3596,105.89
3598,272.16
3610,7.33
3612,96.4
3615,36.11
3616,7.19
3621,51.5
3628,37.49
3638,252.0
3641,105.85
3646,140.75
3656,46.83
3661,12.095
3666,2.53
3669,3.44
3676,2.59
3689,22.04
3690,10.49
3694,2.49
3697,2.935
3699,85.94
3701,47.99
3708,19.99
3709,9.135000000000002
3710,15.99
3711,26.96
3712,15.0
3713,26.96
3715,26.96
3717,26.96
3719,17.96
3731,12.99
3738,13.99
3742,11.99
3744,22.99
3745,29.99
3747,12.99
3757,17.99
3761,69.19
3762,10.48
3773,6.97
3774,206.49
3775,18.99
3778,5.97
3782,28.99
3788,2.92
3789,7.17
3790,13.94
3793,154.33
3797,124.88
3802,35.99
3803,29.36
3807,46.64
3812,81.28
3820,59.48
3826,35.63
3842,22.46
3848,7.87
3860,25.19
3862,7.98
3864,50.58
3865,20.68
3868,86.91
3882,27.61
3886,81.28
3891,15.29
3896,51.07
3899,10.49
3906,50.81
3907,2.5
3912,7.19
3915,28.99
3916,28.99
3918,5.69
3929,75.11
3932,188.74
3933,310.67
3940,6.955
3945,15.79
3946,22.6
3947,13.99
3951,5.79
3953,21.79
3954,37.99
3956,49.95
3959,81.92
3963,29.13
3967,46.64
3971,52.61
3972,76.44
3974,52.61
3982,21.52
3983,85.0
3990,21.98
3992,17.99
3996,29.99
3997,44.49
3999,12.645
4004,16.49
4012,8.01
4013,28.04
4020,159.72
4027,188.65
4044,141.62
4046,117.49
4048,24.29
4049,81.28
4050,39.71
4054,56.37
4058,26.99
4065,28.79
4066,25.02
4070,15.49
4078,141.62
4087,38.54
4088,88.39
4091,35.63
4093,16.77
4095,38.54
4100,42.74
4103,42.74
4107,86.91
4112,15.74
4115,5.135
4124,10.175
4125,4.645
4127,6.99
4128,20.71
4132,80.86
4141,86.91
4148,117.49
4150,20.08
4154,50.13
4157,14.94
4159,34.95
4162,5.465
4167,26.935
4168,12.62
4169,13.69
4175,31.09
4176,75.98
4180,7.76
4183,15.99
4189,26.675
4199,87.99
4205,15.294999999999998
4207,24.14
4211,1.0
4215,29.99
4218,19.49
4221,5.49
4222,10.48
4229,5.44
4231,18.95
4234,10.67
4238,14.97
4239,2.51
4241,18.44
4243,22.45
4245,41.0
4246,19.79
4247,16.99
4250,22.95
4252,22.95
4269,19.975
4272,4.49
4289,35.63
4295,141.62
4298,1.435
4301,5.47
4313,8.49
4314,31.545
4316,7.07
4317,30.99
4328,27.99
4332,9.075
4337,20.74
4339,12.535
4345,82.0
4347,28.0
4355,51.77
4357,88.39
4361,2.0
4362,7.59
4373,17.99
4374,25.35
4378,28.99
4380,7.93
4392,10.5
4396,22.95
4399,48.99
4404,45.99
4407,19.9
4410,57.7
4411,86.91
4416,46.95
4417,57.53
4421,6.245
4423,1.99
4425,2.96
4441,4.82
4442,6.534999999999999
4443,19.99
4445,14.89
4446,76.99
4447,15.36
4452,23.39
4459,8.485
4461,14.99
4463,36.555
4464,31.405
4468,21.99
4480,22.95
4481,22.75
4498,26.795
4506,6.81
4510,10.33
4518,2.48
4520,26.76
4531,30.83
4535,56.37
4539,88.39
4540,51.77
4541,39.71
4543,18.55
4545,59.48
4546,17.97
4547,32.2
4548,50.58
4556,29.13
4557,128.44
4559,56.01
4562,50.58
4568,1.48
4598,1.0
4600,42.84
4601,5.47
4604,16.99
4609,12.43
4613,52.99
4620,25.4
4622,8.545
4633,11.67
4635,8.54
4637,16.99
4644,2.59
4652,27.495
4653,38.34
4654,12.5
4657,3.74
4659,3.595
4671,30.99
4675,74.75
4680,23.51
4688,5.36
4697,27.95
4702,12.525
4703,19.0
4704,3.89
4709,18.45
4711,6.99
4713,14.99
4714,14.84
4715,5.49
4717,16.62
4729,2.28
4731,4.99
4732,6.98
4735,3.66
4739,8.0
4741,6.34
4744,16.99
4745,105.99
4749,2.38
4752,2.15
4759,12.99
4771,34.99
4772,39.99
4773,1.99
4775,18.14
4779,5.735
4784,2.29
4790,8.39
4794,34.99
4795,81.76
4796,72.99
4797,41.74
4810,12.97
4812,18.2
4813,19.04
4816,16.18
4820,14.44
4822,15.3
4823,5.98
4827,4.74
4830,15.99
4835,6.89
4848,28.29
4855,16.99
4865,15.0
4869,33.135
4870,85.49
4873,6.5
4883,54.74
4884,5.51
4887,5.74
4891,4.995
4896,5.03
4897,35.99
4900,6.65
4903,18.52
4904,3.05
4911,22.99
4919,13.99
4927,1.89
4930,19.99
4939,4.97
4945,36.99
4948,38.99
4961,43.99
4964,25.945
4979,29.08
4981,30.99
4985,28.99
4988,35.99
5002,58.6
5003,61.095
5012,4.98
5016,2.78
5019,7.29
5021,4.29
5022,46.75
5024,39.88
5032,7.99
5038,24.93
5047,56.98
5053,36.95
5055,47.19
5058,26.99
5059,3.48
5061,9.02
5067,27.99
5071,86.91
5074,67.78
5079,42.74
5087,59.2
5090,29.13
5095,42.74
5096,126.3
5099,56.37
5103,46.64
5104,57.63
5106,56.37
5109,35.63
5111,68.14
5114,38.92
5115,18.55
5116,56.56
5122,56.37
5131,38.92
5132,20.68
5133,29.36
5137,35.47
5142,39.71
5147,35.63
5153,83.74
5164,86.91
5169,77.04
5170,34.5
5171,46.89
5173,29.52
5178,3.28
5193,97.555
5200,10.79
5205,3.7
5211,57.0
5213,57.59
5216,15.99
5217,12.99
5219,124.455
5226,19.99
5234,14.0
5238,2.22
5241,26.47
5250,14.605
5255,20.99
5263,46.64
5271,32.2
5273,42.74
5277,30.83
5286,50.13
5289,76.44
5298,39.71
5300,50.76
5303,86.43
5307,81.28
5308,17.97
5309,55.93
5311,50.13
5314,52.61
5320,52.61
5321,24.42
5323,16.77
5324,51.77
5330,42.74
5335,77.04
5336,72.8
5340,21.99
5347,17.799999999999997
5366,2.78
5380,173.24
5400,10.0
5402,38.48
5404,26.99
5406,0.99
5425,51.54
5432,20.08
5437,72.8
5438,56.01
5439,81.28
5445,29.41
5449,83.74
5450,88.39
5459,29.94
5461,14.99
5463,20.78
5464,20.78
5466,17.835
5474,1.49
5477,443.79
5478,18.94
5490,2.96
5491,18.385
5496,28.33
5498,23.48
5500,7.08
5518,86.91
5525,34.5
5533,35.63
5534,50.1
5537,95.6
5540,39.71
5546,76.44
5548,55.93
5556,86.91
5558,97.46
5564,18.99
5571,20.685
5573,14.39
5575,5.99
5585,16.77
5590,34.81
5595,16.77
5598,32.2
5600,39.71
5601,17.95
5610,29.36
5611,30.01
5617,126.3
5619,32.2
5622,30.01
5624,38.92
5625,34.81
5626,27.61
5633,57.7
5640,26.09
5641,46.89
5644,38.92
5649,46.04
5654,46.04
5658,81.92
5667,20.78
5669,20.78
5670,17.99
5671,2.98
5677,81.47
5685,8.375
5690,5.58
5691,16.68
5698,56.09
5713,13.99
5714,18.95
5716,15.93
5722,23.99
5726,24.99
5727,24.99
5731,11.99
5737,13.95
5742,16.99
5743,3.505
5753,6.79
5756,3.48
5759,32.935
5761,7.725
5762,6.935
5763,6.59
5766,74.98
5770,14.49
5775,50.39
5776,89.55
5777,27.49
5778,26.505
5784,6.5
5785,5.29
5790,13.989999999999998
5793,1.28
5798,10.0
5803,6.09
5807,14.89
5810,189.98
5811,31.99
5812,31.99
5816,31.99
5818,29.99
5821,31.99
5827,189.98
5831,12.6
5832,72.24
5836,15.54
5838,2.98
5841,32.85
5844,4.36
5845,28.84
5847,3.955
5858,12.99
5862,32.27
5863,30.97
5864,25.74
5865,79.5
5867,13.27
5877,4.99
5884,13.56
5887,3.185
5893,11.26
5895,2.53
5902,31.99
5903,31.99
5906,31.99
5908,8.99
5921,11.345
5922,15.71
5928,5.25
5929,13.11
5930,2.59
5935,25.46
5940,12.24
5948,70.0
5950,36.145
5952,2.46
5953,74.95
5954,22.49
5956,15.99
5963,21.94
5964,16.89
5970,33.99
5972,28.93
5974,29.99
5977,28.99
5978,8.73
5980,3.87
5989,15.93
5990,6.995
5993,5.39
5995,5.69
6000,25.95
6003,30.51
6011,4.44
6014,13.95
6017,22.61
6019,13.88
6020,1.98
6029,29.99
6031,31.99
6034,29.99
6035,11.45
6046,32.99
6048,11.44
6049,39.71
6051,13.95
6054,74.98
6057,5.49
6064,39.95
6065,31.99
6075,29.99
6083,31.99
6085,2.44
6090,29.99
6093,26.93
6095,14.89
6096,29.99
6099,15.39
6101,34.99
6102,7.25
6106,16.18
6113,91.79
6114,5.69
6120,6.79
6122,37.18
6124,9.49
6130,1.54
6136,19.7
6137,9.49
6146,46.8
6151,5.99
6155,1.99
6160,17.99
6164,33.99
6166,16.85
6168,183.25
6172,71.525
6173,15.99
6177,14.53
6180,20.75
6184,1.07
6185,8.66
6189,3.985
6190,5.84
6203,106.98
6207,29.69
6212,13.63
6226,32.38
6228,12.75
6233,49.17
6237,4.39
6238,7.375
6252,17.81
6254,3.02
6256,28.675
6257,42.49
6262,3.59
6266,22.99
6270,95.96
6280,11.435
6287,22.18
6289,20.99
6290,32.15
6292,5.75
6296,10.0
6298,29.99
6306,39.03
6313,11.66
6317,117.98
6323,8.13
6330,73.99
6333,2.39
6343,8.99
6344,35.99
6347,13.49
6348,9.985
6349,5.32
6354,18.9
6360,37.99
6362,18.29
6367,2.22
6368,10.29
6370,3.82
6372,7.98
6375,16.99
6376,42.95
6380,20.98
6386,11.49
6389,7.49
6394,6.58
6396,1.28
6399,30.28
6400,10.56
6409,6.84
6414,18.68
6422,9.355
6425,42.59
6433,5.99
6435,8.29
6438,7.68
6442,4.99
6450,5.0
6452,38.52
6459,8.48
6462,9.74
6465,8.48
6472,10.015
6479,4.79
6484,17.91
6488,47.48
6500,18.45
6501,18.135
6503,8.97
6515,21.725
6516,40.0
6518,7.5
6519,4.59
6524,8.99
6527,11.989999999999998
6533,23.56
6536,13.99
6537,107.62
6538,1.64
6540,4.51
6541,3.69
6544,23.5
6545,46.01
6547,4.49
6552,3.5900000000000003
6565,5.99
6566,3.65
6569,35.99
6576,15.535
6579,49.95
6581,76.75
6582,21.95
6583,91.98
6602,3.34
6603,25.29
6606,16.99
6614,4.48
6616,72.99
6624,30.4
6628,5.29
6631,14.79
6643,1.735
6648,6.99
6655,4.99
6665,7.435
6668,35.99
6669,4.99
6673,26.99
6682,8.99
6683,8.95
6684,4.98
6689,4.885
6691,36.295
6693,25.99
6695,1.99
6697,19.89
6698,35.97
6700,2.68
6701,8.53
6702,27.0
6705,4.29
6711,31.24
6715,2.99
6716,21.9
6717,4.79
6718,4.89
6720,31.99
6724,57.5
6728,50.99
6730,29.785
6738,8.99
6744,52.495
6745,44.95
6748,33.99
6750,18.99
6753,13.19
6757,14.99
6759,13.99
6780,8.21
6790,35.9
6792,16.99
6794,34.95
6797,6.85
6799,15.0
6806,2.515
6808,12.99
6822,5.98
6830,27.39
6833,36.6
6845,9.25
6852,44.165000000000006
6866,3.79
6867,8.9
6868,23.28
6869,7.31
6872,66.99
6873,27.99
6876,17.58
6882,9.79
6893,15.98
6899,35.99
6903,39.98
6905,35.99
6907,35.99
6911,12.99
6914,28.69
6915,11.99
6916,4.98
6918,11.99
6921,16.11
6925,125.29
6927,27.6
6929,34.95
6933,50.0
6947,23.97
6956,16.98
6962,8.74
6964,11.98
6972,3.98
6973,45.0
6976,49.95
6979,33.94499999999999
6981,31.74
6987,49.95
6990,14.99
6996,9.05
6999,24.99
7000,20.98
7001,1.7
7018,4.26
7020,26.745
7028,15.99
7031,5.49
7033,5.140000000000001
7041,27.2
7047,16.99
7052,5.19
7058,3.99
7059,2.88
7061,7.77
7064,16.99
7070,1.48
7074,10.395
7075,5.49
7092,13.0
7094,27.89
7105,2.79
7107,7.49
7110,21.25
7112,12.99
7135,74.60499999999999
7136,58.150000000000006
7138,27.99
7140,86.39
7141,22.075
7143,86.965
7144,80.59
7145,176.7
7149,14.58
7154,11.75
7155,23.99
7163,12.9
7174,132.32
7178,17.36
7185,3.13
7191,4.46
7196,23.47
7198,24.99
7202,44.34
7204,38.38
7209,70.34
7210,94.15
7214,28.685
7215,31.53
7217,22.98
7225,11.1
7242,8.99
7244,11.22
7256,59.99
7259,86.37
7260,55.0
7268,173.23000000000002
7271,56.3
7277,8.4
7284,36.49
7290,4.96
7292,50.36
7296,22.99
7298,7.18
7299,34.76
7300,40.375
7315,51.03
7323,35.99
7325,16.95
7338,14.98
7343,6.1
7350,16.69
7354,85.97
7359,26.51
7360,14.485
7362,26.34
7366,30.99
7367,5.53
7372,4.29
7374,14.965
7384,8.73
7387,6.56
7390,3.965
7391,10.95
7392,3.99
7398,14.175
7407,2.08
7411,2.6
7419,10.95
7422,4.49
7426,3.0
7431,20.25
7434,19.55
7437,2.29
7438,24.99
7445,3.0
7446,3.0
7448,132.17
7451,30.32
7454,39.99
7467,5.49
7468,10.99
7469,5.99
7470,19.99
7471,69.95
7475,29.74
7476,5.87
7477,11.43
7483,1.47
7492,38.23
7493,31.24
7498,25.0
7502,33.095
7507,2.79
7513,19.99
7515,6.5
7520,23.95
7525,7.69
7527,3.86
7528,19.73
7529,52.49
7544,34.25
7557,19.99
7570,8.4
7572,35.975
7575,30.78
7577,18.99
7578,12.1
7583,0.78
7594,7.865
7599,27.31
7600,31.72
7602,26.34
7608,25.99
7613,9.89
7614,4.49
7620,4.484999999999999
7622,11.99
7627,19.9
7631,23.49
7632,7.08
7635,58.99
7643,25.98
7648,9.99
7653,29.44
7664,35.97
7667,27.31
7668,27.04
7674,68.05
7677,2.48
7687,2.48
7690,14.41
7693,14.99
7695,8.08
7699,5.93
7702,35.0
7712,4.69
7713,5.55
7714,79.95
7715,49.21
7716,9.515
7718,11.97
7726,28.105
7727,42.53
7745,23.23
7746,59.95
7751,7.24
7752,14.9
7763,7.65
7772,6.82
7777,13.99
7779,20.695
7780,39.845
7781,45.28
7786,30.5
7796,30.58
7801,43.51
7816,19.95
7818,33.92
7819,20.98
7824,29.99
7829,38.99
7830,7.675000000000001
7832,61.29
7854,3.16
7856,10.99
7861,24.99
7869,7.98
7870,41.49
7878,36.99
7881,20.64
7884,17.3
7891,34.99
7892,35.99
7908,51.28
7910,14.45
7911,55.94
7913,1.28
7916,19.0
7921,16.99
7922,10.49
7924,13.56
7925,53.81
7932,12.99
7935,9.99
7937,54.245000000000005
7947,8.58
7949,18.81
7955,21.95
7959,37.5
7960,1.0
7962,12.66
7968,8.92
7972,48.63
7973,31.99
7982,2.98
7984,1.24
7998,9.5
7999,24.99
8003,10.09
8006,38.98
8008,14.59
8011,13.99
8013,8.545
8016,32.99
8018,14.25
8020,114.92
8022,127.36
8023,153.33
8025,23.74
8031,18.07
8042,15.99
8043,50.99
8045,48.0
8049,155.49
8054,50.875
8065,8.5
8077,13.98
8079,10.99
8085,6.99
8090,24.24
8091,13.745
8092,21.99
8093,91.32
8097,3.9
8098,4.45
8102,21.65
8105,167.61
8106,27.07
8113,8.48
8114,19.01
8115,18.99
8123,19.95
8125,19.99
8126,24.99
8130,12.99
8136,34.77
8140,15.47
8149,9.39
8151,12.49
8154,18.95
8158,2.245
8160,19.95
8172,10.49
8183,8.39
8186,12.97
8189,14.505
8190,51.08
8196,56.51
8199,39.99
8207,27.99
8212,18.98
8214,23.49
8215,3.99
8218,10.65
8222,17.99
8227,29.95
8228,7.45
8233,5.890000000000001
8236,7.390000000000001
8239,12.99
8248,12.99
8256,6.49
8259,13.83
8260,11.98
8262,1.48
8266,49.47
8269,3.68
8275,15.99
8282,75.75
8286,29.95
8302,5.29
8305,94.81
8306,37.99
8311,9.99
8318,41.43
8319,30.71
8321,37.99
8322,29.99
8326,17.99
8333,13.155
8335,5.48
8339,23.45
8341,20.99
8345,7.99
8346,16.36
8347,26.92
8348,4.234999999999999
8355,7.99
8363,36.49
8365,14.5
8366,15.99
8368,13.99
8383,14.99
8384,55.99
8388,4.34
8390,14.99
8392,24.975
8395,2.92
8397,7.45
8400,62.68
8401,1.395
8405,5.62
8411,6.890000000000001
8419,18.19
8422,58.36
8425,12.99
8427,41.99
8428,34.515
8440,3.41
8441,11.49
8443,16.5
8444,37.99
8449,8.49
8456,19.79
8463,9.52
8467,52.99
8474,9.615
8480,10.795
8488,119.94
8492,8.19
8498,19.79
8504,18.99
8506,5.49
8522,12.99
8523,10.99
8526,12.99
8530,27.22
8533,15.28
8542,12.48
8546,12.77
8547,20.24
8551,17.965
8554,4.49
8557,9.3
8559,21.0
8561,14.27
8566,29.99
8567,25.85
8569,12.68
8576,32.49
8588,12.99
